name,address,rating,total_photos,total_ratings,coordinates
Fresh on Bloor,326 Bloor St W,8.7,213.0,381.0,"43.667158,-79.402761"
Gyubee,335 Bloor St W,8.1,12.0,21.0,"43.667158,-79.402761"
Rasa,196 Robert St,9.1,81.0,115.0,"43.667158,-79.402761"
Koerner Hall,273 Bloor St W,9.2,125.0,81.0,"43.667158,-79.402761"
Yasu,81 Harbord St,8.6,104.0,61.0,"43.667158,-79.402761"
Insomnia Restaurant and Lounge,563 Bloor St W,8.7,292.0,439.0,"43.667158,-79.402761"
Crafty Coyote,511 Bloor St W,8.2,108.0,35.0,"43.667158,-79.402761"
One Love Vegetarian,854 Bathurst St,8.6,23.0,51.0,"43.667158,-79.402761"
Rustle & Still Café,605 Bloor St W,8.8,20.0,31.0,"43.667158,-79.402761"
L'Espresso Bar Mercurio,321 Bloor St W,7.7,151.0,160.0,"43.667158,-79.402761"
Koerner Hall,273 Bloor St W,9.2,125.0,81.0,"43.667333,-79.399429"
Gyubee,335 Bloor St W,8.1,12.0,21.0,"43.667333,-79.399429"
Fresh on Bloor,326 Bloor St W,8.7,213.0,381.0,"43.667333,-79.399429"
L'Espresso Bar Mercurio,321 Bloor St W,7.7,151.0,160.0,"43.667333,-79.399429"
Rasa,196 Robert St,9.1,81.0,115.0,"43.667333,-79.399429"
Yasu,81 Harbord St,8.6,104.0,61.0,"43.667333,-79.399429"
B Expresso Bar,273 Bloor W Grnd,7.9,10.0,17.0,"43.667333,-79.399429"
Summer's Sweet Memories Inc,101 Yorkville Ave,8.6,77.0,140.0,"43.667333,-79.399429"
Alobar Yorkville,162 Cumberland St,8.2,18.0,19.0,"43.667333,-79.399429"
Yamato Japanese Restaurant,18 Bellefair Ave,8.6,100.0,101.0,"43.667333,-79.399429"
Canoe Restaurant & Bar,66 Wellington St W,9.0,476.0,366.0,"43.6480008,-79.383177"
Cafe Landwer,165 University Ave,8.7,90.0,76.0,"43.6480008,-79.383177"
The Keg Steakhouse + Bar,165 York St,8.8,273.0,368.0,"43.6480008,-79.383177"
Cactus Club Cafe,77 Adelaide St W,8.5,178.0,283.0,"43.6480008,-79.383177"
King Taps,100 King St W,8.2,121.0,90.0,"43.6480008,-79.383177"
Walrus Pub & Beer Hall,187 Bay St,8.7,53.0,54.0,"43.6480008,-79.383177"
Byblos,11 Duncan St,9.3,163.0,337.0,"43.6480008,-79.383177"
Pai,18 Duncan St,9.2,515.0,932.0,"43.6480008,-79.383177"
Chotto Matte,161 Bay St,8.8,52.0,22.0,"43.6480008,-79.383177"
Earl's Kitchen & Bar,150 King St W,7.9,377.0,437.0,"43.6480008,-79.383177"
The Library Specialty Coffee,281 Dundas St W,8.9,53.0,41.0,"43.656518,-79.389099"
Jimmy's Coffee,84 Gerrard St W,8.7,79.0,216.0,"43.656518,-79.389099"
Gallery Sushi,275 Dundas St W,8.4,25.0,17.0,"43.656518,-79.389099"
Sansotei Ramen,179 Dundas St W,8.2,337.0,292.0,"43.656518,-79.389099"
Tim Hortons,70 Gerrard St W,8.5,25.0,51.0,"43.656518,-79.389099"
The Queen and Beaver Public House,35 Elm St,8.4,226.0,355.0,"43.656518,-79.389099"
Gyubee Japanese Grill,157 Dundas St W,8.2,13.0,10.0,"43.656518,-79.389099"
Banh Mi Boys,399 Yonge St,9.0,165.0,404.0,"43.656518,-79.389099"
HotBlack Coffee,245 Queen St W,9.0,67.0,169.0,"43.656518,-79.389099"
Mercatto,101 College St,8.2,46.0,82.0,"43.656518,-79.389099"
Café Pamenar,307 Augusta Ave,8.6,186.0,213.0,"43.658148,-79.398167"
Film Cafe,230 Augusta Ave,8.7,48.0,46.0,"43.658148,-79.398167"
Otto's Berlin Döner,256 Augusta Ave,8.4,86.0,155.0,"43.658148,-79.398167"
Voodoo Child,388 College St,8.9,118.0,149.0,"43.658148,-79.398167"
Little Pebbles,160 Baldwin St,8.3,44.0,45.0,"43.658148,-79.398167"
Mother's Dumplings,421 Spadina Ave,7.7,219.0,334.0,"43.658148,-79.398167"
The Library Specialty Coffee,281 Dundas St W,8.9,53.0,41.0,"43.658148,-79.398167"
Ramen Isshin,421 College St,9.0,168.0,247.0,"43.658148,-79.398167"
Prenup Pub,191 College St,7.7,41.0,74.0,"43.658148,-79.398167"
Sneaky Dee's,431 College St,8.6,521.0,606.0,"43.658148,-79.398167"
The Bagel House,1438 Yonge St,8.6,13.0,41.0,"43.687999,-79.38906"
Capocaccia Cafe,1366 Yonge St,8.4,21.0,49.0,"43.687999,-79.38906"
Boxcar Social,1208 Yonge St,8.9,129.0,189.0,"43.687999,-79.38906"
Nutbar,1240B Yonge St,8.3,43.0,9.0,"43.687999,-79.38906"
Terroni,1095 Yonge St,8.5,121.0,231.0,"43.687999,-79.38906"
The Rosedale Diner,1164 Yonge St,8.2,54.0,68.0,"43.687999,-79.38906"
Mary Be Kitchen,21B St Clair Ave W,7.6,14.0,15.0,"43.687999,-79.38906"
Sorrell Restaurant,1158 Yonge St,7.8,2.0,8.0,"43.687999,-79.38906"
Mermaid Fish and Grill House,44 St Clair Ave E,7.1,19.0,9.0,"43.687999,-79.38906"
Barnsteiner's,1 Balmoral Ave,7.1,4.0,17.0,"43.687999,-79.38906"
The Rec Room,255 Bremner Blvd,8.2,122.0,162.0,"43.63796,-79.387502"
Boxcar Social,235 Queens Quay W,8.1,89.0,145.0,"43.63796,-79.387502"
Tim Hortons,249 Queens Dr,7.6,25.0,74.0,"43.63796,-79.387502"
BeaverTails,145 Queen's Quay W,8.5,110.0,97.0,"43.63796,-79.387502"
Pearl Harbourfront Restaurant,207 Queen's Quay W,8.2,189.0,179.0,"43.63796,-79.387502"
360 Restaurant,301 Front St W,8.1,962.0,452.0,"43.63796,-79.387502"
Steam Whistle Biergärten,255 Bremner Blvd,7.7,42.0,16.0,"43.63796,-79.387502"
SOCO Kitchen + Bar,75 Lower Simcoe St,8.2,137.0,155.0,"43.63796,-79.387502"
Le Select Bistro,432 Wellington St W,8.8,265.0,339.0,"43.63796,-79.387502"
Bar Hop,391 King St W,8.6,1135.0,461.0,"43.63796,-79.387502"
The Gaslight,1426 Bloor St W,8.6,2.0,30.0,"43.6563889,-79.45166666666667"
Cabin Fever Collective,1669 Bloor St W,8.9,49.0,49.0,"43.6563889,-79.45166666666667"
Bandit Brewery,2125 Dundas St W,8.6,316.0,113.0,"43.6563889,-79.45166666666667"
Whelan's Gate Irish Pub,1663 Bloor St W,8.2,8.0,20.0,"43.6563889,-79.45166666666667"
Propeller Coffee Co,50 Wade Ave,8.6,120.0,93.0,"43.6563889,-79.45166666666667"
The Chocolateria,361 Roncesvalles Ave,8.8,21.0,34.0,"43.6563889,-79.45166666666667"
Reunion Island Coffee Bar,385 Roncesvalles Ave,8.0,28.0,65.0,"43.6563889,-79.45166666666667"
Henderson Brewing Co,128A Sterling Rd,7.8,131.0,55.0,"43.6563889,-79.45166666666667"
The Dizzy,305A Roncesvalles Ave,8.3,32.0,39.0,"43.6563889,-79.45166666666667"
King Slice,1598 Bloor St W,7.4,23.0,59.0,"43.6563889,-79.45166666666667"
Le Select Bistro,432 Wellington St W,8.8,265.0,339.0,"43.639179,-79.399595"
Forno Cultura,609 King St W,8.9,112.0,196.0,"43.639179,-79.399595"
Wilbur Mexicana,552 King St W,9.0,186.0,392.0,"43.639179,-79.399595"
Rodney's Oyster House,469 King St W,9.0,297.0,261.0,"43.639179,-79.399595"
SOMA chocolatemaker,443 King St W,9.3,254.0,312.0,"43.639179,-79.399595"
Gusto 101,101 Portland St,8.8,501.0,593.0,"43.639179,-79.399595"
Roses New York,135 Fort York Blvd,7.6,10.0,14.0,"43.639179,-79.399595"
Chubby's Jamaican Kitchen,104 Portland St,8.8,61.0,48.0,"43.639179,-79.399595"
Lee,603 King St W,8.5,267.0,271.0,"43.639179,-79.399595"
WVRST,609 King St W,8.5,1058.0,742.0,"43.639179,-79.399595"
Exhibition Place,200 Princes' Blvd,7.7,69.0,26.0,"43.6322445,-79.4108105"
Ono Poke Bar,100 Western Battery Rd,8.2,4.0,17.0,"43.6322445,-79.4108105"
Parisco Cafe,215 Fort York Blvd,7.8,23.0,22.0,"43.6322445,-79.4108105"
Local Liberty Village,171 E Liberty St,7.9,112.0,181.0,"43.6322445,-79.4108105"
Tim Hortons,171 E Liberty St,7.8,22.0,51.0,"43.6322445,-79.4108105"
For the Love of Cake,171 E Liberty St,7.6,27.0,29.0,"43.6322445,-79.4108105"
Merci Mon Ami,171 E Liberty St,7.5,18.0,41.0,"43.6322445,-79.4108105"
Aroma Espresso Bar,120 Lynn Williams St,7.2,102.0,91.0,"43.6322445,-79.4108105"
Smoke's Poutinerie,100 Princes' Blvd,6.9,2.0,2.0,"43.6322445,-79.4108105"
Smoke's Poutinerie,170 Princes' Blvd,6.9,1.0,1.0,"43.6322445,-79.4108105"
Rasa,196 Robert St,9.1,81.0,115.0,"43.6616667,-79.40138888888889"
Voodoo Child,388 College St,8.9,118.0,149.0,"43.6616667,-79.40138888888889"
Fresh on Bloor,326 Bloor St W,8.7,213.0,381.0,"43.6616667,-79.40138888888889"
Café Pamenar,307 Augusta Ave,8.6,186.0,213.0,"43.6616667,-79.40138888888889"
Ramen Isshin,421 College St,9.0,168.0,247.0,"43.6616667,-79.40138888888889"
Koerner Hall,273 Bloor St W,9.2,125.0,81.0,"43.6616667,-79.40138888888889"
Otto's Berlin Döner,256 Augusta Ave,8.4,86.0,155.0,"43.6616667,-79.40138888888889"
Film Cafe,230 Augusta Ave,8.7,48.0,46.0,"43.6616667,-79.40138888888889"
Sneaky Dee's,431 College St,8.6,521.0,606.0,"43.6616667,-79.40138888888889"
Moonbean Coffee Co,30 Saint Andrew St,8.7,158.0,212.0,"43.6616667,-79.40138888888889"
Honest Weight,2766 Dundas St W,9.2,19.0,48.0,"43.66666667,-79.45833333333334"
TuckShop Kitchen,1640 Dupont St,8.7,11.0,24.0,"43.66666667,-79.45833333333334"
Baguette & Co,1643 Dupont St,8.4,2.0,14.0,"43.66666667,-79.45833333333334"
Indie Alehouse,2876 Dundas St W,8.9,580.0,260.0,"43.66666667,-79.45833333333334"
Nodo,2885 Dundas St W,9.0,37.0,47.0,"43.66666667,-79.45833333333334"
Isaan Der,2961 Dundas St W,8.1,9.0,11.0,"43.66666667,-79.45833333333334"
Sabor Brasil Restaurant,1702 Saint Clair Ave W,7.9,49.0,52.0,"43.66666667,-79.45833333333334"
3030 Dundas West,3030 Dundas St W,7.8,211.0,96.0,"43.66666667,-79.45833333333334"
Boo Radleys Junction Bar N Gri,1482 Dupont Ave,7.5,31.0,45.0,"43.66666667,-79.45833333333334"
Playa Cabana Cantina,2883 Dundas St W,7.3,171.0,140.0,"43.66666667,-79.45833333333334"
Cabin Fever Collective,1669 Bloor St W,8.9,49.0,49.0,"43.657192,-79.452559"
The Gaslight,1426 Bloor St W,8.6,2.0,30.0,"43.657192,-79.452559"
Whelan's Gate Irish Pub,1663 Bloor St W,8.2,8.0,20.0,"43.657192,-79.452559"
Bandit Brewery,2125 Dundas St W,8.6,316.0,113.0,"43.657192,-79.452559"
Propeller Coffee Co,50 Wade Ave,8.6,120.0,93.0,"43.657192,-79.452559"
The Chocolateria,361 Roncesvalles Ave,8.8,21.0,34.0,"43.657192,-79.452559"
King Slice,1598 Bloor St W,7.4,23.0,59.0,"43.657192,-79.452559"
Reunion Island Coffee Bar,385 Roncesvalles Ave,8.0,28.0,65.0,"43.657192,-79.452559"
Hannah's Cafe and Bistro,1822 Bloor St W,8.1,6.0,15.0,"43.657192,-79.452559"
Henderson Brewing Co,128A Sterling Rd,7.8,131.0,55.0,"43.657192,-79.452559"
Café Pamenar,307 Augusta Ave,8.6,186.0,213.0,"43.6576,-79.4032"
Voodoo Child,388 College St,8.9,118.0,149.0,"43.6576,-79.4032"
Otto's Berlin Döner,256 Augusta Ave,8.4,86.0,155.0,"43.6576,-79.4032"
Ramen Isshin,421 College St,9.0,168.0,247.0,"43.6576,-79.4032"
Film Cafe,230 Augusta Ave,8.7,48.0,46.0,"43.6576,-79.4032"
Sneaky Dee's,431 College St,8.6,521.0,606.0,"43.6576,-79.4032"
Patty King,187 Baldwin St,8.6,33.0,40.0,"43.6576,-79.4032"
Ozzy's Burgers,66 Nassau St,8.3,85.0,50.0,"43.6576,-79.4032"
Moonbean Coffee Co,30 Saint Andrew St,8.7,158.0,212.0,"43.6576,-79.4032"
Bar Raval,505 College St,9.0,215.0,348.0,"43.6576,-79.4032"
Kinka Izakaya,398 Church St,8.6,634.0,577.0,"43.660694,-79.379052"
Banh Mi Boys,399 Yonge St,9.0,165.0,404.0,"43.660694,-79.379052"
Hair of the Dog,425 Church St,8.5,257.0,271.0,"43.660694,-79.379052"
Blaze Pizza,10 Dundas St E,8.5,84.0,100.0,"43.660694,-79.379052"
Jimmy's Coffee,84 Gerrard St W,8.7,79.0,216.0,"43.660694,-79.379052"
The Queen and Beaver Public House,35 Elm St,8.4,226.0,355.0,"43.660694,-79.379052"
Storm Crow Manor,580 Church St,9.0,85.0,48.0,"43.660694,-79.379052"
The Keg Steakhouse & Bar,515 Jarvis St,8.9,249.0,308.0,"43.660694,-79.379052"
Tim Hortons,70 Gerrard St W,8.5,25.0,51.0,"43.660694,-79.379052"
Jazz Bistro,251 Victoria St,8.5,64.0,36.0,"43.660694,-79.379052"
Le Select Bistro,432 Wellington St W,8.8,265.0,339.0,"43.636533,-79.395854"
Porchetta & Co,545 King St W,9.2,59.0,166.0,"43.636533,-79.395854"
Steam Whistle Brewing,255 Bremner Blvd,9.1,1225.0,886.0,"43.636533,-79.395854"
SOMA chocolatemaker,443 King St W,9.3,254.0,312.0,"43.636533,-79.395854"
Rodney's Oyster House,469 King St W,9.0,297.0,261.0,"43.636533,-79.395854"
Wilbur Mexicana,552 King St W,9.0,186.0,392.0,"43.636533,-79.395854"
Forno Cultura,609 King St W,8.9,112.0,196.0,"43.636533,-79.395854"
The Cloak Bar,488 Wellington St W,8.4,21.0,40.0,"43.636533,-79.395854"
Gusto 101,101 Portland St,8.8,501.0,593.0,"43.636533,-79.395854"
Lee,603 King St W,8.5,267.0,271.0,"43.636533,-79.395854"
BeaverTails,145 Queen's Quay W,8.5,110.0,97.0,"43.640132,-79.380464"
Pearl Harbourfront Restaurant,207 Queen's Quay W,8.2,189.0,179.0,"43.640132,-79.380464"
Boxcar Social,235 Queens Quay W,8.1,89.0,145.0,"43.640132,-79.380464"
SOCO Kitchen + Bar,75 Lower Simcoe St,8.2,137.0,155.0,"43.640132,-79.380464"
Chotto Matte,161 Bay St,8.8,52.0,22.0,"43.640132,-79.380464"
Harbour Sixty Steakhouse,60 Harbour St,7.9,116.0,113.0,"43.640132,-79.380464"
Canoe Restaurant & Bar,66 Wellington St W,9.0,476.0,366.0,"43.640132,-79.380464"
The Rec Room,255 Bremner Blvd,8.2,122.0,162.0,"43.640132,-79.380464"
Walrus Pub & Beer Hall,187 Bay St,8.7,53.0,54.0,"43.640132,-79.380464"
The Keg Steakhouse + Bar,26 the Esplanade,8.7,133.0,183.0,"43.640132,-79.380464"
Banh Mi Boys,399 Yonge St,9.0,165.0,404.0,"43.659777,-79.382767"
Jimmy's Coffee,84 Gerrard St W,8.7,79.0,216.0,"43.659777,-79.382767"
Tim Hortons,70 Gerrard St W,8.5,25.0,51.0,"43.659777,-79.382767"
Kinka Izakaya,398 Church St,8.6,634.0,577.0,"43.659777,-79.382767"
The Queen and Beaver Public House,35 Elm St,8.4,226.0,355.0,"43.659777,-79.382767"
Salad King,340 Yonge St,8.1,513.0,732.0,"43.659777,-79.382767"
Blaze Pizza,10 Dundas St E,8.5,84.0,100.0,"43.659777,-79.382767"
Hair of the Dog,425 Church St,8.5,257.0,271.0,"43.659777,-79.382767"
Nando's Peri-Peri,832 Bay St,8.2,150.0,247.0,"43.659777,-79.382767"
Chipotle Mexican Grill,323 Yonge St,8.2,248.0,365.0,"43.659777,-79.382767"
Chotto Matte,161 Bay St,8.8,52.0,22.0,"43.643667,-79.380414"
Canoe Restaurant & Bar,66 Wellington St W,9.0,476.0,366.0,"43.643667,-79.380414"
Walrus Pub & Beer Hall,187 Bay St,8.7,53.0,54.0,"43.643667,-79.380414"
McCafé,65 Front St W,7.9,14.0,29.0,"43.643667,-79.380414"
SOCO Kitchen + Bar,75 Lower Simcoe St,8.2,137.0,155.0,"43.643667,-79.380414"
BeaverTails,145 Queen's Quay W,8.5,110.0,97.0,"43.643667,-79.380414"
The Keg Steakhouse + Bar,26 the Esplanade,8.7,133.0,183.0,"43.643667,-79.380414"
Harbour Sixty Steakhouse,60 Harbour St,7.9,116.0,113.0,"43.643667,-79.380414"
Byblos,11 Duncan St,9.3,163.0,337.0,"43.643667,-79.380414"
Pai,18 Duncan St,9.2,515.0,932.0,"43.643667,-79.380414"
Zakkushi,193 Carlton St,8.8,234.0,165.0,"43.666233,-79.373327"
The Keg Steakhouse & Bar,515 Jarvis St,8.9,249.0,308.0,"43.666233,-79.373327"
Chew Chew's Diner,186 Carlton St,8.3,24.0,61.0,"43.666233,-79.373327"
House on Parliament,454 Parliament St,8.9,220.0,279.0,"43.666233,-79.373327"
Storm Crow Manor,580 Church St,9.0,85.0,48.0,"43.666233,-79.373327"
Golden Greek,105 Carlton St,8.3,31.0,55.0,"43.666233,-79.373327"
Hair of the Dog,425 Church St,8.5,257.0,271.0,"43.666233,-79.373327"
Kinka Izakaya,398 Church St,8.6,634.0,577.0,"43.666233,-79.373327"
The Blake House,449 Jarvis St,7.8,118.0,114.0,"43.666233,-79.373327"
Woody's,467 Church St,8.1,311.0,263.0,"43.666233,-79.373327"
Le Select Bistro,432 Wellington St W,8.8,265.0,339.0,"43.640114,-79.393249"
SOMA chocolatemaker,443 King St W,9.3,254.0,312.0,"43.640114,-79.393249"
Rodney's Oyster House,469 King St W,9.0,297.0,261.0,"43.640114,-79.393249"
Wilbur Mexicana,552 King St W,9.0,186.0,392.0,"43.640114,-79.393249"
Bar Hop,391 King St W,8.6,1135.0,461.0,"43.640114,-79.393249"
The Rec Room,255 Bremner Blvd,8.2,122.0,162.0,"43.640114,-79.393249"
Gusto 101,101 Portland St,8.8,501.0,593.0,"43.640114,-79.393249"
Byblos,11 Duncan St,9.3,163.0,337.0,"43.640114,-79.393249"
Chubby's Jamaican Kitchen,104 Portland St,8.8,61.0,48.0,"43.640114,-79.393249"
Avenue Open Kitchen,7 Camden St,8.8,51.0,77.0,"43.640114,-79.393249"
Tim Hortons,171 E Liberty St,7.8,22.0,51.0,"43.6366666666667,-79.4197222222222"
Local Liberty Village,171 E Liberty St,7.9,112.0,181.0,"43.6366666666667,-79.4197222222222"
Ono Poke Bar,100 Western Battery Rd,8.2,4.0,17.0,"43.6366666666667,-79.4197222222222"
Otto's Bierhalle,1087 Queen St W,9.1,78.0,101.0,"43.6366666666667,-79.4197222222222"
Louie - Craft Coffee,1187 King St W,8.4,36.0,71.0,"43.6366666666667,-79.4197222222222"
Cafe Neon,1024 Queen St W,9.0,29.0,63.0,"43.6366666666667,-79.4197222222222"
Liberty Commons at Big Rock Brewery,42 Liberty St,7.7,85.0,74.0,"43.6366666666667,-79.4197222222222"
Balzac's Coffee Roasters,43 Hanna Ave,7.6,175.0,198.0,"43.6366666666667,-79.4197222222222"
Bar Fancy,1070 Queen St E,8.4,33.0,86.0,"43.6366666666667,-79.4197222222222"
Hello 123,1122 Queen St W,8.4,25.0,36.0,"43.6366666666667,-79.4197222222222"
Film Cafe,230 Augusta Ave,8.7,48.0,46.0,"43.653766,-79.4016759"
Little Pebbles,160 Baldwin St,8.3,44.0,45.0,"43.653766,-79.4016759"
Café Pamenar,307 Augusta Ave,8.6,186.0,213.0,"43.653766,-79.4016759"
Otto's Berlin Döner,256 Augusta Ave,8.4,86.0,155.0,"43.653766,-79.4016759"
Voodoo Child,388 College St,8.9,118.0,149.0,"43.653766,-79.4016759"
Ramen Isshin,421 College St,9.0,168.0,247.0,"43.653766,-79.4016759"
Dumpling House Restaurant,328 Spadina Ave,8.0,190.0,223.0,"43.653766,-79.4016759"
Sneaky Dee's,431 College St,8.6,521.0,606.0,"43.653766,-79.4016759"
Bar Raval,505 College St,9.0,215.0,348.0,"43.653766,-79.4016759"
Dark Horse Espresso Bar,215 Spadina Ave,8.4,368.0,525.0,"43.653766,-79.4016759"
Propeller Coffee Co,50 Wade Ave,8.6,120.0,93.0,"43.6587734,-79.443054"
The 3 Speed,1163 Bloor St W,9.0,110.0,150.0,"43.6587734,-79.443054"
Burdock,1184 Bloor St W,9.1,182.0,95.0,"43.6587734,-79.443054"
The Gaslight,1426 Bloor St W,8.6,2.0,30.0,"43.6587734,-79.443054"
Seoul Shakers,1241 Bloor St W,7.6,6.0,18.0,"43.6587734,-79.443054"
Grey Tiger,1190 Bloor St W,7.9,5.0,15.0,"43.6587734,-79.443054"
Bandit Brewery,2125 Dundas St W,8.6,316.0,113.0,"43.6587734,-79.443054"
La Tortilleria,1009 Dufferin St,8.1,20.0,30.0,"43.6587734,-79.443054"
Henderson Brewing Co,128A Sterling Rd,7.8,131.0,55.0,"43.6587734,-79.443054"
Donna’s,827 Lansdowne Ave,7.5,9.0,11.0,"43.6587734,-79.443054"
The 3 Speed,1163 Bloor St W,9.0,110.0,150.0,"43.6538888888889,-79.4413888888889"
Burdock,1184 Bloor St W,9.1,182.0,95.0,"43.6538888888889,-79.4413888888889"
The Gaslight,1426 Bloor St W,8.6,2.0,30.0,"43.6538888888889,-79.4413888888889"
Bandit Brewery,2125 Dundas St W,8.6,316.0,113.0,"43.6538888888889,-79.4413888888889"
Propeller Coffee Co,50 Wade Ave,8.6,120.0,93.0,"43.6538888888889,-79.4413888888889"
Linh Restaurant,1156 College St,8.3,36.0,88.0,"43.6538888888889,-79.4413888888889"
Henderson Brewing Co,128A Sterling Rd,7.8,131.0,55.0,"43.6538888888889,-79.4413888888889"
The Chocolateria,361 Roncesvalles Ave,8.8,21.0,34.0,"43.6538888888889,-79.4413888888889"
Black Dice Cafe,1574 Dundas St W,8.4,42.0,44.0,"43.6538888888889,-79.4413888888889"
Le Baratin,1600 Dundas St W,8.2,20.0,20.0,"43.6538888888889,-79.4413888888889"
Sunny Joes,250 Sorauren Ave,8.3,3.0,9.0,"43.6508333333333,-79.4430555555556"
The Chocolateria,361 Roncesvalles Ave,8.8,21.0,34.0,"43.6508333333333,-79.4430555555556"
Bandit Brewery,2125 Dundas St W,8.6,316.0,113.0,"43.6508333333333,-79.4430555555556"
The Dizzy,305A Roncesvalles Ave,8.3,32.0,39.0,"43.6508333333333,-79.4430555555556"
The Gaslight,1426 Bloor St W,8.6,2.0,30.0,"43.6508333333333,-79.4430555555556"
Black Dice Cafe,1574 Dundas St W,8.4,42.0,44.0,"43.6508333333333,-79.4430555555556"
Henderson Brewing Co,128A Sterling Rd,7.8,131.0,55.0,"43.6508333333333,-79.4430555555556"
Le Baratin,1600 Dundas St W,8.2,20.0,20.0,"43.6508333333333,-79.4430555555556"
Linh Restaurant,1156 College St,8.3,36.0,88.0,"43.6508333333333,-79.4430555555556"
Reunion Island Coffee Bar,385 Roncesvalles Ave,8.0,28.0,65.0,"43.6508333333333,-79.4430555555556"
Black Dice Cafe,1574 Dundas St W,8.4,42.0,44.0,"43.651238,-79.43868"
Le Baratin,1600 Dundas St W,8.2,20.0,20.0,"43.651238,-79.43868"
Linh Restaurant,1156 College St,8.3,36.0,88.0,"43.651238,-79.43868"
Lula Lounge,1585 Dundas St W,8.0,260.0,99.0,"43.651238,-79.43868"
The 3 Speed,1163 Bloor St W,9.0,110.0,150.0,"43.651238,-79.43868"
Sunny Joes,250 Sorauren Ave,8.3,3.0,9.0,"43.651238,-79.43868"
Burdock,1184 Bloor St W,9.1,182.0,95.0,"43.651238,-79.43868"
Imanishi Japanese Kitchen,1330 Dundas St W,9.1,27.0,64.0,"43.651238,-79.43868"
The Chocolateria,361 Roncesvalles Ave,8.8,21.0,34.0,"43.651238,-79.43868"
Bandit Brewery,2125 Dundas St W,8.6,316.0,113.0,"43.651238,-79.43868"
Bar Isabel,797 College St,9.1,231.0,392.0,"43.6544915,-79.422634"
Imanishi Japanese Kitchen,1330 Dundas St W,9.1,27.0,64.0,"43.6544915,-79.422634"
Foxley,207 Ossington Ave,9.1,41.0,117.0,"43.6544915,-79.422634"
Communist's Daughter,1149 Dundas St W,8.6,46.0,88.0,"43.6544915,-79.422634"
The Dakota Tavern,249 Ossington Ave,8.5,137.0,113.0,"43.6544915,-79.422634"
El Convento Rico,750 College St W,7.8,27.0,40.0,"43.6544915,-79.422634"
Get Well,1181 Dundas St W,8.4,172.0,211.0,"43.6544915,-79.422634"
Bellwoods Brewery,124 Ossington Ave,9.2,1095.0,639.0,"43.6544915,-79.422634"
La Banane,227 Ossington Ave,8.5,19.0,50.0,"43.6544915,-79.422634"
Northern Belle,913 Dundas St W,9.3,44.0,74.0,"43.6544915,-79.422634"
Hannah's Cafe and Bistro,1822 Bloor St W,8.1,6.0,15.0,"43.6543604,-79.4655296"
Cabin Fever Collective,1669 Bloor St W,8.9,49.0,49.0,"43.6543604,-79.4655296"
Whelan's Gate Irish Pub,1663 Bloor St W,8.2,8.0,20.0,"43.6543604,-79.4655296"
King Slice,1598 Bloor St W,7.4,23.0,59.0,"43.6543604,-79.4655296"
Lit Espresso Bar,2196 Bloor St W,7.2,4.0,11.0,"43.6543604,-79.4655296"
Bukhara Grill,2241A Bloor St W,7.0,1.0,9.0,"43.6543604,-79.4655296"
Subway,1717 Bloor St W,6.5,1.0,6.0,"43.6543604,-79.4655296"
Pizza Hut,2100 Bloor St W,6.3,7.0,5.0,"43.6543604,-79.4655296"
Tim Hortons,1728 Bloor St W,6.1,23.0,43.0,"43.6543604,-79.4655296"
Tim Hortons,2150 Bloor St W,6.2,24.0,25.0,"43.6543604,-79.4655296"
Cheese Boutique,45 Ripley Ave,9.0,154.0,144.0,"43.635932,-79.465083"
Royal Burger,1925 W Lake Shore Blvd,,0.0,0.0,"43.635932,-79.465083"
Sunnyside Pavilion Cafe,1755 Lake Shore Blvd W,,0.0,0.0,"43.635932,-79.465083"
Cabin Fever Collective,1669 Bloor St W,8.9,49.0,49.0,"43.654501,-79.460053"
Hannah's Cafe and Bistro,1822 Bloor St W,8.1,6.0,15.0,"43.654501,-79.460053"
Whelan's Gate Irish Pub,1663 Bloor St W,8.2,8.0,20.0,"43.654501,-79.460053"
The Chocolateria,361 Roncesvalles Ave,8.8,21.0,34.0,"43.654501,-79.460053"
Bandit Brewery,2125 Dundas St W,8.6,316.0,113.0,"43.654501,-79.460053"
Reunion Island Coffee Bar,385 Roncesvalles Ave,8.0,28.0,65.0,"43.654501,-79.460053"
Cider House,391 Roncesvalles Ave,7.9,18.0,23.0,"43.654501,-79.460053"
King Slice,1598 Bloor St W,7.4,23.0,59.0,"43.654501,-79.460053"
Gold Standard,385 Roncesvalles Ave,7.7,6.0,9.0,"43.654501,-79.460053"
The Local,396 Roncesvalles Ave,7.4,63.0,71.0,"43.654501,-79.460053"
Easy Restaurant,1645 Queen St W,8.3,86.0,118.0,"43.637894,-79.454823"
Amico's Pizza,1648 Queen St W,8.4,7.0,16.0,"43.637894,-79.454823"
Ed's Real Scoop,189 Roncesvalles Ave,8.1,38.0,46.0,"43.637894,-79.454823"
Cafe Polonez,195 Roncesvalles Ave,8.1,96.0,111.0,"43.637894,-79.454823"
Craig's Cookies,1537A Queen St W,8.0,8.0,10.0,"43.637894,-79.454823"
The Boulevard Club,1491 Lake Shore Blvd W,7.7,84.0,21.0,"43.637894,-79.454823"
The Simple Kitchen,73 Roncesvalles Ave,7.4,6.0,9.0,"43.637894,-79.454823"
Kami Sushi,153A Roncesvalles Ave,7.5,6.0,9.0,"43.637894,-79.454823"
