name,address,yelp_rating,yelp_total_ratings,coordinates
Tabule Middle Eastern Cuisine,810 Queen Street  E,4.0,197.0,"43.657991,-79.340075"
Bonjour Brioche,812 Queen Street E,3.5,305.0,"43.657991,-79.340075"
White Lily Diner,678 Queen Street E,4.5,138.0,"43.657991,-79.340075"
Gio Rana's Really Really Nice Restaurant,1220 Queen Street East,4.0,228.0,"43.657991,-79.340075"
Eastside Social,1008 Queen Street E,4.5,80.0,"43.657991,-79.340075"
Ascari,1111 Queen Street E,4.0,129.0,"43.657991,-79.340075"
Bach Yen,738 Gerrard Street E,4.0,210.0,"43.657991,-79.340075"
Leslieville Pumps,913 Queen Street E,4.0,120.0,"43.657991,-79.340075"
Purple Penguin Cafe,889 Queen Street E,4.0,77.0,"43.657991,-79.340075"
The Comrade,758 Queen Street E,4.0,83.0,"43.657991,-79.340075"
Gale's Snack Bar,539 Eastern Ave,4.5,34.0,"43.657991,-79.340075"
CrowdedHouse,1161 Queen Street E,4.5,61.0,"43.657991,-79.340075"
Goods & Provisions,1124 Queen Street E,4.0,100.0,"43.657991,-79.340075"
EAT BKK Thai Kitchen,898 Queen Street E,4.0,72.0,"43.657991,-79.340075"
Reliable Fish & Chips,954 Queen Street E,4.0,64.0,"43.657991,-79.340075"
Barrio Cerveceria,884 Queen Street E,3.0,184.0,"43.657991,-79.340075"
Que Ling Restaurant,248 Boulton Avenue,4.0,89.0,"43.657991,-79.340075"
Descendant Detroit Style Pizza,1168 Queen Street E,4.5,418.0,"43.66745,-79.329408"
Maha's,226 Greenwood Avenue,4.0,572.0,"43.66745,-79.329408"
Gio Rana's Really Really Nice Restaurant,1220 Queen Street East,4.0,228.0,"43.66745,-79.329408"
Completo,5 Coady Avenue,4.5,167.0,"43.66745,-79.329408"
Lahore Tikka House,1365 Gerrard Street E,3.5,542.0,"43.66745,-79.329408"
Chino Locos Original,4 Greenwood Avenue,4.0,190.0,"43.66745,-79.329408"
Chula Taberna Mexicana,1058 Gerrard Street E,4.0,150.0,"43.66745,-79.329408"
Ascari,1111 Queen Street E,4.0,129.0,"43.66745,-79.329408"
Hype Food,1060 Gerrard St E,4.5,41.0,"43.66745,-79.329408"
Hastings Snack Bar,5 Hastings Avenue,4.5,41.0,"43.66745,-79.329408"
Lake Inez,1471 Gerrard Street E,4.5,92.0,"43.66745,-79.329408"
Tea N Bannock,1294 Gerrard Street E,4.5,44.0,"43.66745,-79.329408"
CrowdedHouse,1161 Queen Street E,4.5,61.0,"43.66745,-79.329408"
Pizza-Pide,949 Gerrard Street E,4.0,95.0,"43.66745,-79.329408"
Pinkerton Snack Bar,1026 Gerrard Street E,4.0,66.0,"43.66745,-79.329408"
Yaya Greek Bistro,1186 Queen Street E,4.0,82.0,"43.66745,-79.329408"
Udupi Palace,1460 Gerrard Street E,3.5,206.0,"43.66745,-79.329408"
The Sidekick,1374 Queen Street E,4.5,31.0,"43.66745,-79.329408"
Blondies,1555 Dundas Street E,4.0,52.0,"43.66745,-79.329408"
Tropical Joe's,Gerrard Square Mall,4.0,75.0,"43.66745,-79.329408"
Maha's,226 Greenwood Avenue,4.0,572.0,"43.672453,-79.338259"
Pizzeria Libretto Danforth,550 Danforth Avenue,4.0,321.0,"43.672453,-79.338259"
Bach Yen,738 Gerrard Street E,4.0,210.0,"43.672453,-79.338259"
Chula Taberna Mexicana,1058 Gerrard Street E,4.0,150.0,"43.672453,-79.338259"
Pizza-Pide,949 Gerrard Street E,4.0,95.0,"43.672453,-79.338259"
Tropical Joe's,Gerrard Square Mall,4.0,75.0,"43.672453,-79.338259"
Sakawa Coffee & Japanese Restaurant,867 Danforth Ave,4.0,115.0,"43.672453,-79.338259"
Hype Food,1060 Gerrard St E,4.5,41.0,"43.672453,-79.338259"
Simone's Caribbean Restaurant,596 Danforth Avenue,4.5,144.0,"43.672453,-79.338259"
Pinkerton Snack Bar,1026 Gerrard Street E,4.0,66.0,"43.672453,-79.338259"
Square Boy,875 Danforth Avenue,4.0,198.0,"43.672453,-79.338259"
Athens Pastries,509 Danforth Avenue,4.5,124.0,"43.672453,-79.338259"
Mezes,456 Danforth Avenue,4.0,252.0,"43.672453,-79.338259"
Messini Authentic Gyros,445 Danforth Avenue,3.5,527.0,"43.672453,-79.338259"
Mr Pide,800 Danforth Avenue,4.5,82.0,"43.672453,-79.338259"
Danforth Pizza House,920 Danforth Avenue,4.0,141.0,"43.672453,-79.338259"
Maple Leaf Tavern,955 Gerrard Street E,4.0,105.0,"43.672453,-79.338259"
Wynona,819 Gerrard Street E,4.5,57.0,"43.672453,-79.338259"
Athens Restaurant,707 Danforth Avenue,4.0,88.0,"43.672453,-79.338259"
Great Burger Kitchen,1056 Gerrard Street E,3.5,139.0,"43.672453,-79.338259"
Descendant Detroit Style Pizza,1168 Queen Street E,4.5,418.0,"43.6592088,-79.3348396"
Completo,5 Coady Avenue,4.5,167.0,"43.6592088,-79.3348396"
Gio Rana's Really Really Nice Restaurant,1220 Queen Street East,4.0,228.0,"43.6592088,-79.3348396"
Ascari,1111 Queen Street E,4.0,129.0,"43.6592088,-79.3348396"
CrowdedHouse,1161 Queen Street E,4.5,61.0,"43.6592088,-79.3348396"
Tabule Middle Eastern Cuisine,810 Queen Street  E,4.0,197.0,"43.6592088,-79.3348396"
Eastside Social,1008 Queen Street E,4.5,80.0,"43.6592088,-79.3348396"
Goods & Provisions,1124 Queen Street E,4.0,100.0,"43.6592088,-79.3348396"
Bonjour Brioche,812 Queen Street E,3.5,305.0,"43.6592088,-79.3348396"
Chino Locos Original,4 Greenwood Avenue,4.0,190.0,"43.6592088,-79.3348396"
Leslieville Pumps,913 Queen Street E,4.0,120.0,"43.6592088,-79.3348396"
Yaya Greek Bistro,1186 Queen Street E,4.0,82.0,"43.6592088,-79.3348396"
Kibo Sushi House,1169 Queen Street E,4.0,92.0,"43.6592088,-79.3348396"
La Paella,1146 Queen Street E,4.0,39.0,"43.6592088,-79.3348396"
Purple Penguin Cafe,889 Queen Street E,4.0,77.0,"43.6592088,-79.3348396"
Leslie Jones,1182 Queen Street E,4.0,75.0,"43.6592088,-79.3348396"
Hastings Snack Bar,5 Hastings Avenue,4.5,41.0,"43.6592088,-79.3348396"
Gale's Snack Bar,539 Eastern Ave,4.5,34.0,"43.6592088,-79.3348396"
Pizza-Pide,949 Gerrard Street E,4.0,95.0,"43.6592088,-79.3348396"
Greta Solomon's,1118 Queen Street E,4.0,47.0,"43.6592088,-79.3348396"
Shawarma Frenzy,1011 Pape Avenue,4.5,48.0,"43.689211,-79.35438"
The Greek Grill,128 O'Connor Drive,4.0,84.0,"43.689211,-79.35438"
Hanamaru,862 Pape Avenue,4.5,19.0,"43.689211,-79.35438"
Steady's Jamaican Home Cooking,852 Pape Avenue,4.5,25.0,"43.689211,-79.35438"
Bullseye Burgers N’ Fries,940 Pape Avenue,4.5,14.0,"43.689211,-79.35438"
Pape Village,942 Pape Ave,4.5,23.0,"43.689211,-79.35438"
Pho Challenge,1025 Pape Ave,3.5,31.0,"43.689211,-79.35438"
Cafe Belong,550 Bayview Avenue,3.0,106.0,"43.689211,-79.35438"
Golden Pizza,1201 Av Broadview,3.5,34.0,"43.689211,-79.35438"
Ritz Restaurant,310 Donlands Avenue,4.0,38.0,"43.689211,-79.35438"
La Grotta Pizzeria,951 Pape Ave,3.5,27.0,"43.689211,-79.35438"
Cafe Serano,1055 Pape Avenue,4.0,16.0,"43.689211,-79.35438"
The Donlands Diner,417 Donlands Avenue,3.5,44.0,"43.689211,-79.35438"
kings drive in,919 Pape Ave,3.5,33.0,"43.689211,-79.35438"
Captain John Donlands Fish and Chips,373 Donlands Avenue,4.0,21.0,"43.689211,-79.35438"
Simba Grill,375 Donlands Avenue,3.5,25.0,"43.689211,-79.35438"
Tzatziki,873 Pape Avenue,2.5,81.0,"43.689211,-79.35438"
Brother's Pizza and Wings,976A Pape Avenue,4.0,10.0,"43.689211,-79.35438"
Donlands Garden Chinese Restaurant,348 Donlands Avenue,4.0,18.0,"43.689211,-79.35438"
DQ Grill & Chill Restaurant,1040 Broadview Avenue,3.0,30.0,"43.689211,-79.35438"
Blaze Pizza,10 Dundas St. East,4.5,581.0,"43.655431,-79.380653"
Pai Northern Thai Kitchen,18 Duncan Street,4.5,3338.0,"43.655431,-79.380653"
Richmond Station,1 Richmond Street W,4.5,866.0,"43.655431,-79.380653"
KINKA IZAKAYA ORIGINAL,398 Church Street,4.0,1791.0,"43.655431,-79.380653"
Sansotei Ramen,179 Dundas Street W,4.0,932.0,"43.655431,-79.380653"
Eggspectation,483 Bay Street,4.0,750.0,"43.655431,-79.380653"
Hokkaido Ramen Santouka,91 Dundas Street E,4.0,883.0,"43.655431,-79.380653"
GB Hand-pulled Noodles,66 Edward Street,4.0,571.0,"43.655431,-79.380653"
Katsuya,66 Gerrard Street E,4.5,477.0,"43.655431,-79.380653"
The Senator,249 Victoria Street,4.0,489.0,"43.655431,-79.380653"
Banh Mi Boys,399 Yonge Street,4.0,509.0,"43.655431,-79.380653"
Pearl Diver,100 Adelaide Street E,4.0,619.0,"43.655431,-79.380653"
Byblos,11 Duncan Street,4.5,890.0,"43.655431,-79.380653"
JOEY Eaton Centre,1 Dundas St W,3.5,528.0,"43.655431,-79.380653"
Salad King Restaurant,340 Yonge Street,3.5,1013.0,"43.655431,-79.380653"
Poke Guys,112 Elizabeth Street,4.0,372.0,"43.655431,-79.380653"
Japango,122 Elizabeth Street,3.5,712.0,"43.655431,-79.380653"
JaBistro,222 Richmond Street W,4.0,580.0,"43.655431,-79.380653"
Canoe,66 Wellington Street  W,4.0,734.0,"43.655431,-79.380653"
Mystic Muffin,113 Jarvis Street,4.5,290.0,"43.655431,-79.380653"
KINKA IZAKAYA ORIGINAL,398 Church Street,4.0,1791.0,"43.656927,-79.378497"
Blaze Pizza,10 Dundas St. East,4.5,581.0,"43.656927,-79.378497"
Hokkaido Ramen Santouka,91 Dundas Street E,4.0,883.0,"43.656927,-79.378497"
Richmond Station,1 Richmond Street W,4.5,866.0,"43.656927,-79.378497"
Katsuya,66 Gerrard Street E,4.5,477.0,"43.656927,-79.378497"
Sansotei Ramen,179 Dundas Street W,4.0,932.0,"43.656927,-79.378497"
Eggspectation,483 Bay Street,4.0,750.0,"43.656927,-79.378497"
GB Hand-pulled Noodles,66 Edward Street,4.0,571.0,"43.656927,-79.378497"
The Senator,249 Victoria Street,4.0,489.0,"43.656927,-79.378497"
Banh Mi Boys,399 Yonge Street,4.0,509.0,"43.656927,-79.378497"
Pearl Diver,100 Adelaide Street E,4.0,619.0,"43.656927,-79.378497"
Egg Club,88 Dundas Street E,4.5,121.0,"43.656927,-79.378497"
Salad King Restaurant,340 Yonge Street,3.5,1013.0,"43.656927,-79.378497"
Mystic Muffin,113 Jarvis Street,4.5,290.0,"43.656927,-79.378497"
George Restaurant,111 Queen Street E,4.5,292.0,"43.656927,-79.378497"
JOEY Eaton Centre,1 Dundas St W,3.5,528.0,"43.656927,-79.378497"
Poke Guys,112 Elizabeth Street,4.0,372.0,"43.656927,-79.378497"
The Carbon Bar,99 Queen Street East,4.0,407.0,"43.656927,-79.378497"
The Queen And Beaver Public House,35 Elm Street,4.0,405.0,"43.656927,-79.378497"
Japango,122 Elizabeth Street,3.5,712.0,"43.656927,-79.378497"
Sugo,1281 Bloor Street W,4.5,241.0,"43.661324,-79.449534"
Wallace Espresso,188 Wallace Avenue,4.5,45.0,"43.661324,-79.449534"
Honest Weight,2766 Dundas Street W,4.5,135.0,"43.661324,-79.449534"
Brock Sandwich,1260 Bloor Street W,4.5,108.0,"43.661324,-79.449534"
Tuckshop Kitchen,1640 Dupont Street,4.5,56.0,"43.661324,-79.449534"
Koji Japanese Restaurant,1553 Dupont Street,4.5,38.0,"43.661324,-79.449534"
Neon Commissary,241 Wallace Avenue,4.0,69.0,"43.661324,-79.449534"
The Merseyside,2413 Dundas Street W,4.5,22.0,"43.661324,-79.449534"
Home,1242 Bloor Street W,4.0,63.0,"43.661324,-79.449534"
Mattachioni,1617 Dupont Street,4.0,45.0,"43.661324,-79.449534"
Donna's,827 Lansdowne Avenue,4.5,25.0,"43.661324,-79.449534"
Cantanhede O Bairradino,662 Lansdowne Avenue,4.0,40.0,"43.661324,-79.449534"
Thai Lime,1551 Dupont Street,3.5,96.0,"43.661324,-79.449534"
Chito's Pizza,1308 Bloor Street W,4.0,61.0,"43.661324,-79.449534"
Thai Nyyom,1419 Bloor Street W,4.5,20.0,"43.661324,-79.449534"
King Slice,1598 Bloor St W,3.5,112.0,"43.661324,-79.449534"
Whelan's Gate Gastropub,1663 Bloor Street W,4.5,38.0,"43.661324,-79.449534"
Bar Neon,1226 Bloor Street W,4.0,72.0,"43.661324,-79.449534"
Baguette & Co,2772 Dundas St W,4.5,44.0,"43.661324,-79.449534"
The Four Seven,1211 Bloor Street  W,4.5,32.0,"43.661324,-79.449534"
KINKA IZAKAYA ORIGINAL,398 Church Street,4.0,1791.0,"43.658295,-79.372346"
Blaze Pizza,10 Dundas St. East,4.5,581.0,"43.658295,-79.372346"
Richmond Station,1 Richmond Street W,4.5,866.0,"43.658295,-79.372346"
Hokkaido Ramen Santouka,91 Dundas Street E,4.0,883.0,"43.658295,-79.372346"
Katsuya,66 Gerrard Street E,4.5,477.0,"43.658295,-79.372346"
Pearl Diver,100 Adelaide Street E,4.0,619.0,"43.658295,-79.372346"
Mystic Muffin,113 Jarvis Street,4.5,290.0,"43.658295,-79.372346"
George Restaurant,111 Queen Street E,4.5,292.0,"43.658295,-79.372346"
Eggspectation,483 Bay Street,4.0,750.0,"43.658295,-79.372346"
Banh Mi Boys,399 Yonge Street,4.0,509.0,"43.658295,-79.372346"
The Senator,249 Victoria Street,4.0,489.0,"43.658295,-79.372346"
GB Hand-pulled Noodles,66 Edward Street,4.0,571.0,"43.658295,-79.372346"
The Carbon Bar,99 Queen Street East,4.0,407.0,"43.658295,-79.372346"
Zakkushi On Carlton,193 Carlton Street,4.0,324.0,"43.658295,-79.372346"
Egg Club,88 Dundas Street E,4.5,121.0,"43.658295,-79.372346"
Salad King Restaurant,340 Yonge Street,3.5,1013.0,"43.658295,-79.372346"
The House On Parliament,454 Parliament Street,4.0,316.0,"43.658295,-79.372346"
Mengrai Thai,82 Ontario Street,4.0,298.0,"43.658295,-79.372346"
Beerbistro,18 King Street E,4.0,679.0,"43.658295,-79.372346"
J San Sushi Bar,186 Jarvis Street,4.5,76.0,"43.658295,-79.372346"
Len Duckworth Fish & Chips,2638 Danforth Avenue,4.0,81.0,"43.6940155,-79.2889842"
Double Sushi,2795 Danforth Avenue,3.5,80.0,"43.6940155,-79.2889842"
Grillies,2632 Danforth avenue,4.0,82.0,"43.6940155,-79.2889842"
Church's Texas Chicken,3003 Danforth Avenue,4.5,14.0,"43.6940155,-79.2889842"
Bistro Camino,2750 Danforth Avenue,4.5,26.0,"43.6940155,-79.2889842"
Quarry Cafe,2560 Gerrard Street E,4.5,26.0,"43.6940155,-79.2889842"
Adda,3342 Danforth Avenue,5.0,10.0,"43.6940155,-79.2889842"
Gharoa Restaurant,2994 Danforth Avenue,3.5,21.0,"43.6940155,-79.2889842"
Two Brothers Shawarma,2825 Danforth Avenue,4.5,14.0,"43.6940155,-79.2889842"
Mayettes,3331 Danforth Avenue,4.5,8.0,"43.6940155,-79.2889842"
Hakka Chopsticks,2940 Danforth Ave,4.5,12.0,"43.6940155,-79.2889842"
Halibut House Fish and Chips,3003 Danforth Avenue,3.5,26.0,"43.6940155,-79.2889842"
Ritz Caribbean Foods,3003 Danforth Avenue,3.5,20.0,"43.6940155,-79.2889842"
Danforth Roti Shop,2844 Danforth Avenue,4.0,18.0,"43.6940155,-79.2889842"
Cafe D Taj,3342 Danforth Avenue,4.0,13.0,"43.6940155,-79.2889842"
Su-Good,2626 Danforth Ave,4.0,20.0,"43.6940155,-79.2889842"
Chopstick Foods,3300 Danforth Avenue,4.0,11.0,"43.6940155,-79.2889842"
Sedaghat Restaurant,3342 Danforth Avenue,4.0,13.0,"43.6940155,-79.2889842"
Golden Wok Chinese Restaurant,94 Halsey Avenue,3.5,20.0,"43.6940155,-79.2889842"
Reginos Pizza,3331 Danforth Avenue,3.0,22.0,"43.6940155,-79.2889842"
Lamesa Filipino Kitchen,634 St Clair Avenue W,4.0,366.0,"43.6809164,-79.4229684"
Emma's Country Kitchen,810 Saint Clair Avenue W,4.0,439.0,"43.6809164,-79.4229684"
Pukka,778 St. Clair Avenue W,4.0,177.0,"43.6809164,-79.4229684"
Sea Witch Fish and Chips,636 Saint Clair Avenue W,4.0,136.0,"43.6809164,-79.4229684"
Baker and Scone,693 St. Clair W,4.0,83.0,"43.6809164,-79.4229684"
Queen of Persia,672A St Clair Avenue W,4.5,47.0,"43.6809164,-79.4229684"
CocoaLatte,671 St. Clair Avenue W,4.0,73.0,"43.6809164,-79.4229684"
FK,770 St Clair Avenue W,4.5,48.0,"43.6809164,-79.4229684"
Kiyo,1384 Bathurst Street,4.5,36.0,"43.6809164,-79.4229684"
Nodo Restaurant,794 Saint Clair Avenue W,4.5,58.0,"43.6809164,-79.4229684"
Ferro Bar & Cafe,769 Saint Clair Avenue W,3.5,119.0,"43.6809164,-79.4229684"
Chadwick's,268 Howland Avenue,4.0,217.0,"43.6809164,-79.4229684"
Nama Sushi,750 St. Clair Avenue W,4.0,45.0,"43.6809164,-79.4229684"
Fat Pasha,414 Dupont Street,4.0,208.0,"43.6809164,-79.4229684"
Mezzetta Restaurant & Tapas Bar,681 Saint Clair Avenue W,4.0,57.0,"43.6809164,-79.4229684"
Krave Coffee,781 St.  Clair Avenue W,4.0,51.0,"43.6809164,-79.4229684"
Albert's Real Jamaican Foods,542 Saint Clair Avenue W,3.5,107.0,"43.6809164,-79.4229684"
KIBO Sushi & Tapas,701 Saint Clair Avenue W,3.5,63.0,"43.6809164,-79.4229684"
Pain Perdu,736 St. Clair Ave W,3.5,73.0,"43.6809164,-79.4229684"
Savera Indian Cuisine,815 Saint Clair Avenue W,4.0,59.0,"43.6809164,-79.4229684"
Holy Chuck,1450 Yonge Street,3.5,348.0,"43.6910667,-79.39535"
Union Social Eatery,21 Saint Clair Avenue W,4.0,166.0,"43.6910667,-79.39535"
9 Bars Cafe Latino Bar,46 St. Clair Avenue E,5.0,36.0,"43.6910667,-79.39535"
Mary Be Kitchen,21B St. Clair Avenue W,4.5,66.0,"43.6910667,-79.39535"
Sunny Morning,1392 Yonge Street,4.0,112.0,"43.6910667,-79.39535"
Flaming Stove,21 Davisville Avenue,4.5,65.0,"43.6910667,-79.39535"
Nove Trattoria,1406 Yonge St,4.0,58.0,"43.6910667,-79.39535"
Umami Poke,1252 Yonge Street,4.5,55.0,"43.6910667,-79.39535"
Capocaccia Trattoria,1366 Yonge Street,3.5,82.0,"43.6910667,-79.39535"
Barnsteiner's,1 Balmoral Avenue,3.5,71.0,"43.6910667,-79.39535"
The Sprout,15 St.Clair Avenue W,3.5,40.0,"43.6910667,-79.39535"
Ambiyan on Yonge,1560 Yonge Street,4.5,12.0,"43.6910667,-79.39535"
Sushi Gen,1560 Yonge Street,3.0,62.0,"43.6910667,-79.39535"
Megumi Mazesoba,46 Saint Clair Avenue E,5.0,10.0,"43.6910667,-79.39535"
Kiva's Bagel Bar,15 Saint Clair Avenue W,3.5,46.0,"43.6910667,-79.39535"
Daeco Sushi,40 St Clair Avenue W,3.5,30.0,"43.6910667,-79.39535"
Tamasha,1835 Yonge Street,4.0,34.0,"43.6910667,-79.39535"
Boccone Deli & Pizza,1378 Yonge Street,4.0,26.0,"43.6910667,-79.39535"
The Red Lantern,228 Merton Street,3.5,49.0,"43.6910667,-79.39535"
Nutbar,1240 Yonge Street,3.5,51.0,"43.6910667,-79.39535"
Tabule Restaurant,2009 Yonge Street,4.0,283.0,"43.6975969,-79.39654"
Flaming Stove,21 Davisville Avenue,4.5,65.0,"43.6975969,-79.39654"
Zezafoun Syrian Cuisine,4 Manor Road E,4.5,112.0,"43.6975969,-79.39654"
Little Sister,2031 Yonge Street,3.5,217.0,"43.6975969,-79.39654"
Khau Gully,1991 Yonge Street,4.0,96.0,"43.6975969,-79.39654"
Echo Sushi,2036 Yonge Street,3.5,194.0,"43.6975969,-79.39654"
Five Doors North,2088 Yonge Street,4.0,135.0,"43.6975969,-79.39654"
Sushi Supreme,1995 Yonge Street,4.0,114.0,"43.6975969,-79.39654"
Hokkaido Ramen Santouka,2057 Yonge St,4.5,55.0,"43.6975969,-79.39654"
Balsamico Ristorante,2029 Yonge St,4.5,46.0,"43.6975969,-79.39654"
Lola Sushi,2070 Yonge Street,4.0,71.0,"43.6975969,-79.39654"
9 Bars Cafe Latino Bar,46 St. Clair Avenue E,5.0,36.0,"43.6975969,-79.39654"
Bolan Thai Cuisine,709 Mount Pleasant Road,4.0,106.0,"43.6975969,-79.39654"
Sake Bar Kushi,257 Eglinton Avenue W,4.0,141.0,"43.6975969,-79.39654"
Yukashi Japanese Cuisine,643A Mount Pleasant Road,4.5,40.0,"43.6975969,-79.39654"
Oystermine,2035 Yonge Street,4.0,35.0,"43.6975969,-79.39654"
Mariachi's Restaurant,2084 Yonge St,3.5,107.0,"43.6975969,-79.39654"
Tamasha,1835 Yonge Street,4.0,34.0,"43.6975969,-79.39654"
The Keg Steakhouse + Bar,2201 Yonge Street,3.5,109.0,"43.6975969,-79.39654"
The Burger Shack,233 Eglinton Avenue W,3.5,122.0,"43.6975969,-79.39654"
Pai Northern Thai Kitchen,18 Duncan Street,4.5,3338.0,"43.639832,-79.395954"
Jacobs & Co. Steakhouse,12 Brant Street,4.5,603.0,"43.639832,-79.395954"
Khao San Road,11 Charlotte Street,4.0,1686.0,"43.639832,-79.395954"
Gusto 101,101 Portland Street,4.0,1100.0,"43.639832,-79.395954"
Banh Mi Boys,392 Queen Street W,4.5,1236.0,"43.639832,-79.395954"
Lee Restaurant,601 King Street W,4.0,706.0,"43.639832,-79.395954"
Wvrst,609 King Street W,4.0,827.0,"43.639832,-79.395954"
Byblos,11 Duncan Street,4.5,890.0,"43.639832,-79.395954"
Wilbur Mexicana,552 King Street W,4.0,607.0,"43.639832,-79.395954"
Mira,420A Wellington Street W,4.5,256.0,"43.639832,-79.395954"
Le Sélect Bistro,432 Wellington Street W,4.0,452.0,"43.639832,-79.395954"
Rodney's Oyster House,469 King Street W,4.0,430.0,"43.639832,-79.395954"
Patria,480 King Street W,4.0,532.0,"43.639832,-79.395954"
Alo Restaurant,163 Spadina Avenue,4.5,326.0,"43.639832,-79.395954"
360 Restaurant,CN Tower,3.5,967.0,"43.639832,-79.395954"
Saku Sushi,478 Queen Street W,4.0,526.0,"43.639832,-79.395954"
Ravi Soups,322 Adelaide Street W,4.5,364.0,"43.639832,-79.395954"
Strange Love,101 Spadina Avenue,4.5,201.0,"43.639832,-79.395954"
Chubby's Jamaican Kitchen,104 Portland Street,4.0,308.0,"43.639832,-79.395954"
Buca,604 King Street W,4.0,452.0,"43.639832,-79.395954"
Yasu,81 Harbord Street,4.5,415.0,"43.667158,-79.402761"
Insomnia Restaurant & Lounge,563 Bloor Street W,4.0,1008.0,"43.667158,-79.402761"
Gyubee Japanese Grill - Bloor,335 Bloor Street W,4.0,303.0,"43.667158,-79.402761"
Rasa,196 Robert Street,4.5,317.0,"43.667158,-79.402761"
Her Father's Cider Bar & Kitchen,119 Harbord Street,4.5,183.0,"43.667158,-79.402761"
KINKA IZAKAYA ANNEX,559 Bloor St W,4.0,500.0,"43.667158,-79.402761"
Fuwa Fuwa Japanese Pancakes,408 Bloor Street W,4.0,397.0,"43.667158,-79.402761"
Fresh On Bloor,326 Bloor Street W,3.5,334.0,"43.667158,-79.402761"
Almond Butterfly Harbord Bakeshop & Cafe,100 Harbord Street,4.5,181.0,"43.667158,-79.402761"
Rustle & Still Café,605 Bloor Street W,4.5,150.0,"43.667158,-79.402761"
Playa Cabana,111 Dupont Street,4.0,467.0,"43.667158,-79.402761"
Snakes & Lattes Annex,600 Bloor Street W,4.0,355.0,"43.667158,-79.402761"
Mr.Tonkatsu,520 Bloor Street W,4.0,192.0,"43.667158,-79.402761"
Piano Piano,88 Harbord Street,3.5,295.0,"43.667158,-79.402761"
Korean Village Restaurant,628 Bloor Street W,4.0,402.0,"43.667158,-79.402761"
Fieramosca,36A Prince Arthur Avenue,4.5,110.0,"43.667158,-79.402761"
Zaad,348 Bloor Street West,4.5,58.0,"43.667158,-79.402761"
LA LA Bakeshop,346 A Bloor Street W,4.5,35.0,"43.667158,-79.402761"
Yummy Korean Food Restaurant,620 Bloor Street W,4.0,270.0,"43.667158,-79.402761"
Famoso Neapolitan,386 Bloor Street W,4.0,169.0,"43.667158,-79.402761"
Yasu,81 Harbord Street,4.5,415.0,"43.667333,-79.399429"
Gyubee Japanese Grill - Bloor,335 Bloor Street W,4.0,303.0,"43.667333,-79.399429"
Rasa,196 Robert Street,4.5,317.0,"43.667333,-79.399429"
Insomnia Restaurant & Lounge,563 Bloor Street W,4.0,1008.0,"43.667333,-79.399429"
Her Father's Cider Bar & Kitchen,119 Harbord Street,4.5,183.0,"43.667333,-79.399429"
KINKA IZAKAYA ANNEX,559 Bloor St W,4.0,500.0,"43.667333,-79.399429"
Fuwa Fuwa Japanese Pancakes,408 Bloor Street W,4.0,397.0,"43.667333,-79.399429"
Fresh On Bloor,326 Bloor Street W,3.5,334.0,"43.667333,-79.399429"
Almond Butterfly Harbord Bakeshop & Cafe,100 Harbord Street,4.5,181.0,"43.667333,-79.399429"
PLANTA,1221 Bay Street,4.0,486.0,"43.667333,-79.399429"
Playa Cabana,111 Dupont Street,4.0,467.0,"43.667333,-79.399429"
Fieramosca,36A Prince Arthur Avenue,4.5,110.0,"43.667333,-79.399429"
Sassafraz,100 Cumberland Street,3.5,405.0,"43.667333,-79.399429"
Trattoria Nervosa,75 Yorkville Avenue,4.0,384.0,"43.667333,-79.399429"
Piano Piano,88 Harbord Street,3.5,295.0,"43.667333,-79.399429"
Joso's,202 Davenport Road,4.5,165.0,"43.667333,-79.399429"
Opus Restaurant,37 Prince Arthur Avenue,4.0,73.0,"43.667333,-79.399429"
