name,address,rating,total_photos,total_ratings,num_of_res,coordinates
Imperial Pub,54 Dundas St E,7.0,171.0,202.0,50.0,"43.657763,-79.389165"
Eggsmart,645 Bay St,6.6,70.0,71.0,50.0,"43.657763,-79.389165"
Boston Pizza,401 Yonge St,6.3,11.0,12.0,50.0,"43.657763,-79.389165"
Xe Lua Restaurant,254 Spadina Ave,6.5,154.0,126.0,50.0,"43.657763,-79.389165"
The Queen and Beaver Public House,35 Elm St,8.4,226.0,355.0,50.0,"43.656729,-79.382736"
Banh Mi Boys,399 Yonge St,9.0,165.0,404.0,50.0,"43.656729,-79.382736"
Jimmy's Coffee,84 Gerrard St W,8.7,79.0,216.0,50.0,"43.656729,-79.382736"
Chipotle Mexican Grill,323 Yonge St,8.2,248.0,365.0,50.0,"43.656729,-79.382736"
Salad King,340 Yonge St,8.1,513.0,732.0,50.0,"43.656729,-79.382736"
GB Hand-Pulled Noodles,66 Edward St,8.0,37.0,51.0,50.0,"43.656729,-79.382736"
Tim Hortons,70 Gerrard St W,8.5,25.0,51.0,50.0,"43.656729,-79.382736"
Five Guys Burgers & Fries,329 Yonge St,8.1,264.0,305.0,50.0,"43.656729,-79.382736"
Gyubee Japanese Grill,157 Dundas St W,8.2,13.0,10.0,50.0,"43.656729,-79.382736"
JOEY Eaton Centre,1 Dundas St W,7.8,574.0,571.0,50.0,"43.656729,-79.382736"
Trattoria Mercatto,220 Yonge St,8.1,226.0,199.0,50.0,"43.656729,-79.382736"
Sansotei Ramen,179 Dundas St W,8.2,337.0,292.0,50.0,"43.656729,-79.382736"
Richmond Station,1 Richmond St W,9.1,301.0,369.0,50.0,"43.656729,-79.382736"
The Library Specialty Coffee,281 Dundas St W,8.9,53.0,41.0,50.0,"43.656729,-79.382736"
The Keg Steakhouse + Bar,165 York St,8.8,273.0,368.0,50.0,"43.656729,-79.382736"
Bangkok Garden Restaurant,18 Elm St,7.6,29.0,64.0,50.0,"43.656729,-79.382736"
Dineen Coffee Co,140 Yonge St,8.7,488.0,634.0,50.0,"43.656729,-79.382736"
HotBlack Coffee,245 Queen St W,9.0,67.0,169.0,50.0,"43.656729,-79.382736"
The 3 Brewers,275 Yonge St,7.7,657.0,613.0,50.0,"43.656729,-79.382736"
Gyu-Kaku BBQ,81 Church St,8.9,44.0,63.0,50.0,"43.656729,-79.382736"
Mercatto,101 College St,8.2,46.0,82.0,50.0,"43.656729,-79.382736"
Hair of the Dog,425 Church St,8.5,257.0,271.0,50.0,"43.656729,-79.382736"
Gallery Sushi,275 Dundas St W,8.4,25.0,17.0,50.0,"43.656729,-79.382736"
Nando's Peri-Peri,832 Bay St,8.2,150.0,247.0,50.0,"43.656729,-79.382736"
Cactus Club Cafe,77 Adelaide St W,8.5,178.0,283.0,50.0,"43.656729,-79.382736"
Cafe Landwer,165 University Ave,8.7,90.0,76.0,50.0,"43.656729,-79.382736"
Terroni,57A Adelaide St E,8.6,375.0,402.0,50.0,"43.656729,-79.382736"
Leña Restaurante,176 Yonge St,8.1,98.0,108.0,50.0,"43.656729,-79.382736"
The George Street Diner,129 George St,8.7,168.0,173.0,50.0,"43.656729,-79.382736"
Ikkousha Ramen,249 Queen St W,8.4,47.0,24.0,50.0,"43.656729,-79.382736"
CRAFT Beer Market Toronto,1 Adelaide St E,8.3,298.0,118.0,50.0,"43.656729,-79.382736"
Jack Astor's,10 Dundas St E,7.4,589.0,437.0,50.0,"43.656729,-79.382736"
Sunset Grill,1 Richmond St W,7.9,82.0,128.0,50.0,"43.656729,-79.382736"
King Taps,100 King St W,8.2,121.0,90.0,50.0,"43.656729,-79.382736"
Versus Coffee,70 Adelaide St E,8.1,36.0,55.0,50.0,"43.656729,-79.382736"
Kyoto Katsugyu,134 Dundas St E,7.7,24.0,10.0,50.0,"43.656729,-79.382736"
Woody's,467 Church St,8.1,311.0,263.0,50.0,"43.656729,-79.382736"
Queen St Warehouse,232 Queen St W,8.2,85.0,174.0,50.0,"43.656729,-79.382736"
W Burger Bar,10 College St,7.6,136.0,164.0,50.0,"43.656729,-79.382736"
South St. Burger,360 Bay St,7.6,9.0,37.0,50.0,"43.656729,-79.382736"
Earl's Kitchen & Bar,150 King St W,7.9,377.0,437.0,50.0,"43.656729,-79.382736"
Prenup Pub,191 College St,7.7,41.0,74.0,50.0,"43.656729,-79.382736"
Katsuya,66 Gerrard St E,7.2,24.0,23.0,50.0,"43.656729,-79.382736"
Coffee Island,925 Bay St,7.6,25.0,24.0,50.0,"43.656729,-79.382736"
Fran's Restaurant,20 College St,7.3,268.0,278.0,50.0,"43.656729,-79.382736"
Imperial Pub,54 Dundas St E,7.0,171.0,202.0,50.0,"43.656729,-79.382736"
Fran's Restaurant,200 Victoria St,7.1,208.0,239.0,50.0,"43.656729,-79.382736"
Fat Bastard Burrito Co,187 College St,7.5,4.0,22.0,50.0,"43.656729,-79.382736"
Eggsmart,645 Bay St,6.6,70.0,71.0,50.0,"43.656729,-79.382736"
O'Grady's Restaurant,518 Church St,6.9,201.0,193.0,50.0,"43.656729,-79.382736"
Rustle & Still Café,605 Bloor St W,8.8,20.0,31.0,41.0,"43.664467,-79.414783"
Buk Chang Dong Soon Tofu,691 Bloor St W,8.6,134.0,185.0,41.0,"43.664467,-79.414783"
Insomnia Restaurant and Lounge,563 Bloor St W,8.7,292.0,439.0,41.0,"43.664467,-79.414783"
Korean Village Restaurant,628 Bloor St W,7.9,98.0,138.0,41.0,"43.664467,-79.414783"
One Love Vegetarian,854 Bathurst St,8.6,23.0,51.0,41.0,"43.664467,-79.414783"
Banjara Indian Cuisine,796 Bloor St W,8.8,70.0,212.0,41.0,"43.664467,-79.414783"
Northwood,815 Bloor St W,8.6,67.0,156.0,41.0,"43.664467,-79.414783"
Kinka Izakaya Bloor,559 Bloor St W,8.0,448.0,297.0,41.0,"43.664467,-79.414783"
Crafty Coyote,511 Bloor St W,8.2,108.0,35.0,41.0,"43.664467,-79.414783"
Rasa,196 Robert St,9.1,81.0,115.0,41.0,"43.664467,-79.414783"
Fresh on Bloor,326 Bloor St W,8.7,213.0,381.0,41.0,"43.664467,-79.414783"
Yasu,81 Harbord St,8.6,104.0,61.0,41.0,"43.664467,-79.414783"
Bloomer's,873 Bloor St W,8.4,47.0,37.0,41.0,"43.664467,-79.414783"
Lee's Palace,529 Bloor St W,7.7,306.0,226.0,41.0,"43.664467,-79.414783"
Victory Cafe,440 Bloor St W,7.8,41.0,16.0,41.0,"43.664467,-79.414783"
Filosophy Pastry and Espresso Bar,912 Bloor St W,8.2,7.0,14.0,41.0,"43.664467,-79.414783"
Saving Gigi,859 Bloor St W,7.9,50.0,76.0,41.0,"43.664467,-79.414783"
El Furniture Warehouse,410 Bloor St W,7.5,99.0,157.0,41.0,"43.664467,-79.414783"
By the Way Cafe,400 Bloor St W,7.5,29.0,50.0,41.0,"43.664467,-79.414783"
Baskin-Robbins,726 Bloor St W,7.1,10.0,31.0,41.0,"43.664467,-79.414783"
Lalibela Ethiopian Restaurant,869 Bloor St W,7.5,47.0,56.0,41.0,"43.664467,-79.414783"
The Owl | Boo Ung Ee,700 Bloor St W,6.8,62.0,61.0,41.0,"43.664467,-79.414783"
Duff's Famous Wings,558 College St,7.4,57.0,106.0,41.0,"43.664467,-79.414783"
Future Bistro,483 Bloor St W,6.8,203.0,196.0,41.0,"43.664467,-79.414783"
Paupers Pub,539 Bloor St W,6.1,184.0,179.0,41.0,"43.664467,-79.414783"
Sweet Fantasies,398 Bloor St W,6.3,8.0,14.0,41.0,"43.664467,-79.414783"
St. Louis Bar and Grill,376 Bloor St W,6.4,39.0,43.0,41.0,"43.664467,-79.414783"
Japan Sushi,482 Bloor St W,6.1,13.0,18.0,41.0,"43.664467,-79.414783"
MaMa Chef Korean Restaurant,648 Bloor St W,,0.0,0.0,41.0,"43.664467,-79.414783"
Bangarang Bar,552 College St,6.4,2.0,9.0,41.0,"43.664467,-79.414783"
Lamhan Banh Mi,733 Bloor St W,,0.0,0.0,41.0,"43.664467,-79.414783"
Tim Hortons,726 Bloor St W,5.2,17.0,53.0,41.0,"43.664467,-79.414783"
Think It Pensa Italiano,196 Borden St,,0.0,0.0,41.0,"43.664467,-79.414783"
Christie Pits Pub,814 Bloor St W,,0.0,0.0,41.0,"43.664467,-79.414783"
Mango Like Dessert,513B Bloor St W,,0.0,0.0,41.0,"43.664467,-79.414783"
Tim Hortons,334 Bloor St W,5.6,12.0,57.0,41.0,"43.664467,-79.414783"
Levant,899 Bloor St W,,0.0,0.0,41.0,"43.664467,-79.414783"
McDonald's,885 Bloor St W,5.2,14.0,45.0,41.0,"43.664467,-79.414783"
Tim Hortons,3071 Bloor St W,6.4,12.0,13.0,41.0,"43.664467,-79.414783"
Wild Wing,Wing Toronto Bloor St,,0.0,0.0,41.0,"43.664467,-79.414783"
Harrington's Fish & Chips,809 Beatrice St,,0.0,0.0,41.0,"43.664467,-79.414783"
Black Camel,4 Crescent Rd,9.0,86.0,255.0,50.0,"43.675492,-79.388858"
The Rebel House,1068 Yonge St,8.1,56.0,107.0,50.0,"43.675492,-79.388858"
Trattoria Nervosa,75 Yorkville Ave,8.7,199.0,303.0,50.0,"43.675492,-79.388858"
Joso's,202 Davenport Rd,8.8,32.0,49.0,50.0,"43.675492,-79.388858"
Yamato Japanese Restaurant,18 Bellefair Ave,8.6,100.0,101.0,50.0,"43.675492,-79.388858"
Terroni,1095 Yonge St,8.5,121.0,231.0,50.0,"43.675492,-79.388858"
Summer's Sweet Memories Inc,101 Yorkville Ave,8.6,77.0,140.0,50.0,"43.675492,-79.388858"
Boxcar Social,1208 Yonge St,8.9,129.0,189.0,50.0,"43.675492,-79.388858"
Dbar,60 Yorkville Ave,8.1,104.0,103.0,50.0,"43.675492,-79.388858"
Café Boulud,60 Yorkville Ave,8.1,220.0,159.0,50.0,"43.675492,-79.388858"
Pusateri's,57 Yorkville Ave,8.1,95.0,188.0,50.0,"43.675492,-79.388858"
Eataly,55 Bloor St W,8.4,141.0,48.0,50.0,"43.675492,-79.388858"
Planta,1221 Bay St,8.2,85.0,132.0,50.0,"43.675492,-79.388858"
Crown & Dragon Pub,890 Yonge St,7.7,82.0,89.0,50.0,"43.675492,-79.388858"
The Rosedale Diner,1164 Yonge St,8.2,54.0,68.0,50.0,"43.675492,-79.388858"
Alobar Yorkville,162 Cumberland St,8.2,18.0,19.0,50.0,"43.675492,-79.388858"
5 Elements Espresso,131 Ave Rd,8.0,17.0,31.0,50.0,"43.675492,-79.388858"
Nutbar,1240B Yonge St,8.3,43.0,9.0,50.0,"43.675492,-79.388858"
Tokyo Kitchen,20 Charles St E,8.2,37.0,39.0,50.0,"43.675492,-79.388858"
Sorrell Restaurant,1158 Yonge St,7.8,2.0,8.0,50.0,"43.675492,-79.388858"
Playa Cabana,111 Dupont St,8.5,120.0,212.0,50.0,"43.675492,-79.388858"
Scollard Variety & Deli,105 Scollard St,7.7,5.0,19.0,50.0,"43.675492,-79.388858"
Piedmont Coffee Bar,66 Isabella St,8.2,12.0,12.0,50.0,"43.675492,-79.388858"
Sofia,99 Yorkville Ave,7.7,28.0,17.0,50.0,"43.675492,-79.388858"
Hemingway's Restaurant,142 Cumberland St,7.8,245.0,439.0,50.0,"43.675492,-79.388858"
Constantine,15 Charles St E,7.9,13.0,22.0,50.0,"43.675492,-79.388858"
One Restaurant,116 Yorkville Ave,7.6,181.0,141.0,50.0,"43.675492,-79.388858"
Morton's the Steakhouse,4 Rd Ave,7.8,47.0,54.0,50.0,"43.675492,-79.388858"
Okonomi House Restaurant,23 Charles St W,7.8,67.0,84.0,50.0,"43.675492,-79.388858"
Church Street Espresso,585 Church St,7.9,11.0,40.0,50.0,"43.675492,-79.388858"
Dynasty Chinese Cuisine,69 Yorkville Ave,7.4,84.0,70.0,50.0,"43.675492,-79.388858"
Le Paradis Brasserie Bistro,166 Bedford Rd,7.8,43.0,49.0,50.0,"43.675492,-79.388858"
Flo's Diner,70 Yorkville Ave,7.4,55.0,128.0,50.0,"43.675492,-79.388858"
7 West Cafe,7 Charles St W,7.6,179.0,267.0,50.0,"43.675492,-79.388858"
Goldstruck Coffee,130 Cumberland St,7.4,35.0,47.0,50.0,"43.675492,-79.388858"
Jack Astor’s,2 Bloor St E,7.1,245.0,210.0,50.0,"43.675492,-79.388858"
Booster Juice,2 Bloor St W,7.1,5.0,5.0,50.0,"43.675492,-79.388858"
Bar Reyna,158 Cumberland St,7.2,22.0,46.0,50.0,"43.675492,-79.388858"
Pilot Tavern,22 Cumberland St,6.9,196.0,214.0,50.0,"43.675492,-79.388858"
Slab Burgers,47 Charles St W,7.0,28.0,35.0,50.0,"43.675492,-79.388858"
Duke of York,39 Prince Arthur Ave,7.1,109.0,146.0,50.0,"43.675492,-79.388858"
Ginger Restaurant,695 Yonge St,6.9,131.0,131.0,50.0,"43.675492,-79.388858"
Chick-Fil-A,709 Yonge St,6.6,58.0,20.0,50.0,"43.675492,-79.388858"
Kiro Sushi,4 Collier St,6.3,14.0,11.0,50.0,"43.675492,-79.388858"
Tim Hortons,2 Bloor St E,6.4,1.0,1.0,50.0,"43.675492,-79.388858"
Manulife Centre,55 Bloor St W,6.3,73.0,101.0,50.0,"43.675492,-79.388858"
Tim Hortons,175 Bloor St E,6.4,56.0,71.0,50.0,"43.675492,-79.388858"
Artful Dodger Pub,12 Isabella St,6.5,92.0,119.0,50.0,"43.675492,-79.388858"
WAbar Toronto,3 Isabella St,6.1,9.0,10.0,50.0,"43.675492,-79.388858"
Popeye's Louisiana Kitchen,645 Yonge St,6.5,17.0,11.0,50.0,"43.675492,-79.388858"
Joso's,202 Davenport Rd,8.8,32.0,49.0,50.0,"43.674991,-79.396273"
5 Elements Espresso,131 Ave Rd,8.0,17.0,31.0,50.0,"43.674991,-79.396273"
Playa Cabana,111 Dupont St,8.5,120.0,212.0,50.0,"43.674991,-79.396273"
Black Camel,4 Crescent Rd,9.0,86.0,255.0,50.0,"43.674991,-79.396273"
Summer's Sweet Memories Inc,101 Yorkville Ave,8.6,77.0,140.0,50.0,"43.674991,-79.396273"
Trattoria Nervosa,75 Yorkville Ave,8.7,199.0,303.0,50.0,"43.674991,-79.396273"
Koerner Hall,273 Bloor St W,9.2,125.0,81.0,50.0,"43.674991,-79.396273"
Yamato Japanese Restaurant,18 Bellefair Ave,8.6,100.0,101.0,50.0,"43.674991,-79.396273"
Scaramouche Restaurant Pasta Bar & Grill,1 Benvenuto Pl,8.7,92.0,108.0,50.0,"43.674991,-79.396273"
Boxcar Social,1208 Yonge St,8.9,129.0,189.0,50.0,"43.674991,-79.396273"
Alobar Yorkville,162 Cumberland St,8.2,18.0,19.0,50.0,"43.674991,-79.396273"
Le Paradis Brasserie Bistro,166 Bedford Rd,7.8,43.0,49.0,50.0,"43.674991,-79.396273"
Ezra's Pound,238 Dupont St,8.6,54.0,103.0,50.0,"43.674991,-79.396273"
Terroni,1095 Yonge St,8.5,121.0,231.0,50.0,"43.674991,-79.396273"
The Rebel House,1068 Yonge St,8.1,56.0,107.0,50.0,"43.674991,-79.396273"
Dbar,60 Yorkville Ave,8.1,104.0,103.0,50.0,"43.674991,-79.396273"
Pusateri's,57 Yorkville Ave,8.1,95.0,188.0,50.0,"43.674991,-79.396273"
Café Boulud,60 Yorkville Ave,8.1,220.0,159.0,50.0,"43.674991,-79.396273"
Eataly,55 Bloor St W,8.4,141.0,48.0,50.0,"43.674991,-79.396273"
Planta,1221 Bay St,8.2,85.0,132.0,50.0,"43.674991,-79.396273"
The Rosedale Diner,1164 Yonge St,8.2,54.0,68.0,50.0,"43.674991,-79.396273"
Scollard Variety & Deli,105 Scollard St,7.7,5.0,19.0,50.0,"43.674991,-79.396273"
Nutbar,1240B Yonge St,8.3,43.0,9.0,50.0,"43.674991,-79.396273"
Morton's the Steakhouse,4 Rd Ave,7.8,47.0,54.0,50.0,"43.674991,-79.396273"
Hemingway's Restaurant,142 Cumberland St,7.8,245.0,439.0,50.0,"43.674991,-79.396273"
B Expresso Bar,273 Bloor W Grnd,7.9,10.0,17.0,50.0,"43.674991,-79.396273"
Gyubee,335 Bloor St W,8.1,12.0,21.0,50.0,"43.674991,-79.396273"
One Restaurant,116 Yorkville Ave,7.6,181.0,141.0,50.0,"43.674991,-79.396273"
Sofia,99 Yorkville Ave,7.7,28.0,17.0,50.0,"43.674991,-79.396273"
Sorrell Restaurant,1158 Yonge St,7.8,2.0,8.0,50.0,"43.674991,-79.396273"
Crown & Dragon Pub,890 Yonge St,7.7,82.0,89.0,50.0,"43.674991,-79.396273"
L'Espresso Bar Mercurio,321 Bloor St W,7.7,151.0,160.0,50.0,"43.674991,-79.396273"
Dynasty Chinese Cuisine,69 Yorkville Ave,7.4,84.0,70.0,50.0,"43.674991,-79.396273"
Goldstruck Coffee,130 Cumberland St,7.4,35.0,47.0,50.0,"43.674991,-79.396273"
Flo's Diner,70 Yorkville Ave,7.4,55.0,128.0,50.0,"43.674991,-79.396273"
Pour House Irish Pub,182 Dupont St,7.3,76.0,132.0,50.0,"43.674991,-79.396273"
Bar Reyna,158 Cumberland St,7.2,22.0,46.0,50.0,"43.674991,-79.396273"
Duke of York,39 Prince Arthur Ave,7.1,109.0,146.0,50.0,"43.674991,-79.396273"
Tim Hortons,246 Bloor St W,7.1,83.0,135.0,50.0,"43.674991,-79.396273"
Jack Astor’s,2 Bloor St E,7.1,245.0,210.0,50.0,"43.674991,-79.396273"
Booster Juice,2 Bloor St W,7.1,5.0,5.0,50.0,"43.674991,-79.396273"
Slab Burgers,47 Charles St W,7.0,28.0,35.0,50.0,"43.674991,-79.396273"
Pilot Tavern,22 Cumberland St,6.9,196.0,214.0,50.0,"43.674991,-79.396273"
The Fortunate Fox,280 Bloor St W,6.9,8.0,14.0,50.0,"43.674991,-79.396273"
Subway,268 Dupont St,6.6,1.0,2.0,50.0,"43.674991,-79.396273"
Osteria Giulia,134 Ave Rd,,0.0,0.0,50.0,"43.674991,-79.396273"
Kiro Sushi,4 Collier St,6.3,14.0,11.0,50.0,"43.674991,-79.396273"
MIMI Chinese,265 Davenport Rd,,0.0,0.0,50.0,"43.674991,-79.396273"
Manulife Centre,55 Bloor St W,6.3,73.0,101.0,50.0,"43.674991,-79.396273"
Pisac Peruvian Bistro,16 Dupont St,,0.0,0.0,50.0,"43.674991,-79.396273"
Trattoria Nervosa,75 Yorkville Ave,8.7,199.0,303.0,50.0,"43.671944,-79.387778"
Yamato Japanese Restaurant,18 Bellefair Ave,8.6,100.0,101.0,50.0,"43.671944,-79.387778"
Eataly,55 Bloor St W,8.4,141.0,48.0,50.0,"43.671944,-79.387778"
Dbar,60 Yorkville Ave,8.1,104.0,103.0,50.0,"43.671944,-79.387778"
Planta,1221 Bay St,8.2,85.0,132.0,50.0,"43.671944,-79.387778"
Summer's Sweet Memories Inc,101 Yorkville Ave,8.6,77.0,140.0,50.0,"43.671944,-79.387778"
Café Boulud,60 Yorkville Ave,8.1,220.0,159.0,50.0,"43.671944,-79.387778"
Pusateri's,57 Yorkville Ave,8.1,95.0,188.0,50.0,"43.671944,-79.387778"
Black Camel,4 Crescent Rd,9.0,86.0,255.0,50.0,"43.671944,-79.387778"
Tokyo Kitchen,20 Charles St E,8.2,37.0,39.0,50.0,"43.671944,-79.387778"
Storm Crow Manor,580 Church St,9.0,85.0,48.0,50.0,"43.671944,-79.387778"
Koerner Hall,273 Bloor St W,9.2,125.0,81.0,50.0,"43.671944,-79.387778"
Alobar Yorkville,162 Cumberland St,8.2,18.0,19.0,50.0,"43.671944,-79.387778"
Joso's,202 Davenport Rd,8.8,32.0,49.0,50.0,"43.671944,-79.387778"
Crown & Dragon Pub,890 Yonge St,7.7,82.0,89.0,50.0,"43.671944,-79.387778"
Constantine,15 Charles St E,7.9,13.0,22.0,50.0,"43.671944,-79.387778"
Piedmont Coffee Bar,66 Isabella St,8.2,12.0,12.0,50.0,"43.671944,-79.387778"
The Keg Steakhouse & Bar,515 Jarvis St,8.9,249.0,308.0,50.0,"43.671944,-79.387778"
Scollard Variety & Deli,105 Scollard St,7.7,5.0,19.0,50.0,"43.671944,-79.387778"
Sofia,99 Yorkville Ave,7.7,28.0,17.0,50.0,"43.671944,-79.387778"
Okonomi House Restaurant,23 Charles St W,7.8,67.0,84.0,50.0,"43.671944,-79.387778"
Tabriz Persian Cookhouse,995 Bay St,8.2,13.0,19.0,50.0,"43.671944,-79.387778"
The Rebel House,1068 Yonge St,8.1,56.0,107.0,50.0,"43.671944,-79.387778"
Terroni,1095 Yonge St,8.5,121.0,231.0,50.0,"43.671944,-79.387778"
Hemingway's Restaurant,142 Cumberland St,7.8,245.0,439.0,50.0,"43.671944,-79.387778"
7 West Cafe,7 Charles St W,7.6,179.0,267.0,50.0,"43.671944,-79.387778"
Church Street Espresso,585 Church St,7.9,11.0,40.0,50.0,"43.671944,-79.387778"
5 Elements Espresso,131 Ave Rd,8.0,17.0,31.0,50.0,"43.671944,-79.387778"
Dynasty Chinese Cuisine,69 Yorkville Ave,7.4,84.0,70.0,50.0,"43.671944,-79.387778"
One Restaurant,116 Yorkville Ave,7.6,181.0,141.0,50.0,"43.671944,-79.387778"
Flo's Diner,70 Yorkville Ave,7.4,55.0,128.0,50.0,"43.671944,-79.387778"
Morton's the Steakhouse,4 Rd Ave,7.8,47.0,54.0,50.0,"43.671944,-79.387778"
B Expresso Bar,273 Bloor W Grnd,7.9,10.0,17.0,50.0,"43.671944,-79.387778"
The Rosedale Diner,1164 Yonge St,8.2,54.0,68.0,50.0,"43.671944,-79.387778"
Goldstruck Coffee,130 Cumberland St,7.4,35.0,47.0,50.0,"43.671944,-79.387778"
Jack Astor’s,2 Bloor St E,7.1,245.0,210.0,50.0,"43.671944,-79.387778"
Maison Selby,592 Sherbourne St,7.9,22.0,20.0,50.0,"43.671944,-79.387778"
Booster Juice,2 Bloor St W,7.1,5.0,5.0,50.0,"43.671944,-79.387778"
Sorrell Restaurant,1158 Yonge St,7.8,2.0,8.0,50.0,"43.671944,-79.387778"
Coffee Island,925 Bay St,7.6,25.0,24.0,50.0,"43.671944,-79.387778"
Pilot Tavern,22 Cumberland St,6.9,196.0,214.0,50.0,"43.671944,-79.387778"
Bar Reyna,158 Cumberland St,7.2,22.0,46.0,50.0,"43.671944,-79.387778"
Slab Burgers,47 Charles St W,7.0,28.0,35.0,50.0,"43.671944,-79.387778"
Ginger Restaurant,695 Yonge St,6.9,131.0,131.0,50.0,"43.671944,-79.387778"
Chick-Fil-A,709 Yonge St,6.6,58.0,20.0,50.0,"43.671944,-79.387778"
Duke of York,39 Prince Arthur Ave,7.1,109.0,146.0,50.0,"43.671944,-79.387778"
Tim Hortons,246 Bloor St W,7.1,83.0,135.0,50.0,"43.671944,-79.387778"
Kiro Sushi,4 Collier St,6.3,14.0,11.0,50.0,"43.671944,-79.387778"
Tim Hortons,2 Bloor St E,6.4,1.0,1.0,50.0,"43.671944,-79.387778"
Manulife Centre,55 Bloor St W,6.3,73.0,101.0,50.0,"43.671944,-79.387778"
White Lily Diner,678 Queen St E,9.0,27.0,49.0,50.0,"43.662365,-79.351104"
Boxcar Social,4 Boulton Ave,8.9,81.0,119.0,50.0,"43.662365,-79.351104"
Pho House,610 Gerrard St E,8.4,27.0,28.0,50.0,"43.662365,-79.351104"
Tabule,810 Queen St E,8.6,72.0,128.0,50.0,"43.662365,-79.351104"
Batifole Restaurant,744 Gerrard St E,8.9,23.0,31.0,50.0,"43.662365,-79.351104"
La Carnita,780 Queen St E,8.5,46.0,83.0,50.0,"43.662365,-79.351104"
Dark Horse Espresso Bar,630 Queen St E,8.4,46.0,57.0,50.0,"43.662365,-79.351104"
Lady Marmalade,265 Broadview Ave,7.7,25.0,38.0,50.0,"43.662365,-79.351104"
Le Beau,665 Dundas St E,8.6,24.0,13.0,50.0,"43.662365,-79.351104"
Eastbound Brewing Co,700 Queen St E,7.9,87.0,31.0,50.0,"43.662365,-79.351104"
Impact Kitchen,573 King St E,8.7,34.0,64.0,50.0,"43.662365,-79.351104"
Bonjour Brioche,812 Queen St E,8.0,173.0,224.0,50.0,"43.662365,-79.351104"
Mean Bao,181A Carlaw Ave Ground,7.9,18.0,56.0,50.0,"43.662365,-79.351104"
Sumach Espresso,118 Sumach St,8.6,20.0,26.0,50.0,"43.662365,-79.351104"
Rooster Coffee House,479 Broad View Ave,8.4,201.0,241.0,50.0,"43.662365,-79.351104"
Wynona,819 Gerrard St E,8.3,14.0,15.0,50.0,"43.662365,-79.351104"
Souk Tabule,494 Front St E,8.8,27.0,71.0,50.0,"43.662365,-79.351104"
The Real Jerk Restaurant,842 Gerrard St E,8.3,66.0,84.0,50.0,"43.662365,-79.351104"
Prohibition Gastrohouse,696 Queen St E,7.5,215.0,234.0,50.0,"43.662365,-79.351104"
Dominion Pub and Kitchen,500 Queen St E,8.0,36.0,46.0,50.0,"43.662365,-79.351104"
Purple Penguin Cafe,889 Queen St E,7.8,20.0,28.0,50.0,"43.662365,-79.351104"
Reliable Halibut & Chips,954 Queen St E,7.9,22.0,14.0,50.0,"43.662365,-79.351104"
Wok & Roast Chinese BBQ,349 Broadview Ave,7.2,6.0,8.0,50.0,"43.662365,-79.351104"
Daniels Spectrum,585 Dundas St E,7.8,119.0,55.0,50.0,"43.662365,-79.351104"
Brickworks Ciderhouse,709 Queen St E,7.0,59.0,24.0,50.0,"43.662365,-79.351104"
Barrio Cerveceria,884 Queen St E,7.0,42.0,41.0,50.0,"43.662365,-79.351104"
Subway,331 Carlaw Ave,7.1,1.0,6.0,50.0,"43.662365,-79.351104"
The Roy Public House,894 Queen St E,6.7,83.0,73.0,50.0,"43.662365,-79.351104"
Saulter Street Brewery,31 Saulter St,6.4,46.0,15.0,50.0,"43.662365,-79.351104"
Tim Hortons,69 Regent Park Blvd,6.4,41.0,1.0,50.0,"43.662365,-79.351104"
Subway,514 King St E,6.3,2.0,1.0,50.0,"43.662365,-79.351104"
Tim Hortons,547 Gerrard St E,5.7,16.0,16.0,50.0,"43.662365,-79.351104"
Completo Sandwiches,337 Broadview Ave,,0.0,0.0,50.0,"43.662365,-79.351104"
Sing Sing BBQ,351 Broadview Ave,,0.0,0.0,50.0,"43.662365,-79.351104"
O'somae,357 Broadview Ave,,0.0,0.0,50.0,"43.662365,-79.351104"
Soul Chocolate,583 Gerrard St E,,0.0,0.0,50.0,"43.662365,-79.351104"
Dine and Dim,633 Gerrard St E,,0.0,0.0,50.0,"43.662365,-79.351104"
Phoenix Bakery,346 Broadview Ave,,0.0,0.0,50.0,"43.662365,-79.351104"
Pizzaiolo Gourmet Pizza,722 Queen St E,,0.0,0.0,50.0,"43.662365,-79.351104"
Isaan Der Thai Kitchen,730 Queen St E,,0.0,0.0,50.0,"43.662365,-79.351104"
Jasper Dandy,725 Queen St E,,0.0,0.0,50.0,"43.662365,-79.351104"
Butchers of Distinction,738 Queen St E,,0.0,0.0,50.0,"43.662365,-79.351104"
The Opera House Grill,653 Queen St E,,0.0,0.0,50.0,"43.662365,-79.351104"
Burrito Queen,743 Queen St E,,0.0,0.0,50.0,"43.662365,-79.351104"
Caribbean Sunset Restaurant and Bar,753A Queen St E,,0.0,0.0,50.0,"43.662365,-79.351104"
Punjabi by Nature,782 Queen St E,,0.0,0.0,50.0,"43.662365,-79.351104"
M’Eat,806 Queen St E,,0.0,0.0,50.0,"43.662365,-79.351104"
Lob Toronto,100 Broadview Ave,,0.0,0.0,50.0,"43.662365,-79.351104"
Il Ponte,625 Queen St E,,0.0,0.0,50.0,"43.662365,-79.351104"
Madame Levant,821 Gerrard St E,,0.0,0.0,50.0,"43.662365,-79.351104"
Chotto Matte,161 Bay St,8.8,52.0,22.0,50.0,"43.646144,-79.377962"
